3.355134,1.904433,1.503985,0.713514,3.221925,1.092716,2.074993,2.903995,1.932556
3.142886,1.827535,1.560503,0.712953,2.888772,0.744986,2.112882,2.631931,1.864390
2.878855,1.660532,1.459077,0.594048,2.862051,0.700837,2.257474,2.562721,1.632831
2.745573,1.714267,1.474991,0.638270,2.737415,0.676406,2.345479,2.570597,1.466376
2.439368,1.438931,1.423669,0.505745,2.751253,0.769203,2.040743,2.422916,1.322058
2.460958,1.514956,1.035235,0.430107,2.746892,0.952174,2.091235,2.508548,1.603486
2.788684,0.992265,0.769309,0.479483,2.413799,0.989743,1.662858,2.442189,1.720107
